resource_name,resource_type
STAM_SLR_SOLAR2,PVGR
STEAM_ENGINE_1,DSL
STEAM_ENGINE_2,DSL
STEAM_ENGINE_3,DSL
STEAM_STEAM_2,GSNONR
STEAM_STEAM_3,GSNONR
STELLA_UNIT1,WIND
STP_STP_G1_J01,NUC
STP_STP_G1_J03,NUC
STP_STP_G1_J04,NUC
STP_STP_G2_J01,NUC
STP_STP_G2_J03,NUC
STP_STP_G2_J04,NUC
STRATEGC_UNIT1,PVGR
STWF_T1,WIND
SUNVASLR_UNIT1,PVGR
SUNVASLR_UNIT2,PVGR
SWEC_G1,WIND
SWEENY_UNIT1,PWRSTR
SWEETWN2_WND2,WIND
SWEETWN2_WND24,""
SWEETWN3_WND3A,WIND
SWEETWN3_WND3B,WIND
SWEETWN4_WND4A,WIND
SWEETWN4_WND4B,WIND
SWEETWN5_WND5,WIND
SWEETWND_WND1,WIND
SWOOSE1_SWOOSEU1,PWRSTR
SWOOSEII_BESS1,PWRSTR
SWT_BESS_UNIT1,PWRSTR
S_HILLS_UNIT1,WIND
TAHOKA_UNIT_1,WIND
TAHOKA_UNIT_2,WIND
TAV_UNIT1,PVGR
TAV_UNIT2,PVGR
TAYGETE2_UNIT1,PVGR
TAYGETE2_UNIT2,PVGR
TAYGETE_UNIT1,PVGR
TAYGETE_UNIT2,PVGR
TC_TCHP1,SCLE90
TEN_CC1_1,CCGT90
TGCCS_CC1_2,CCGT90
TGS_GT01,SCLE90
TGW_T1,WIND
TGW_T2,WIND
THW_CC1_6,CCLE90
THW_CC2_6,CCLE90
THW_THWGT51,SCLE90
THW_THWGT52,SCLE90
THW_THWGT53,SCLE90
THW_THWGT54,SCLE90
THW_THWGT55,SCLE90
THW_THWGT56,SCLE90
THW_THWGT_1,SCLE90
TI_SOLAR_UNIT1,PVGR
TI_SOLAR_UNIT2,PVGR
TKWSW1_ROSCOE,WIND
TKWSW1_ROSCOE2A,WIND
TNP_ONE_TNP_O_1,CLLIG
TNP_ONE_TNP_O_2,CLLIG
TNSKA_CC1_1,CCGT90
TOPAZ_UNIT1,SCLE90
TOPAZ_UNIT10,SCLE90
TOPAZ_UNIT2,SCLE90
TOPAZ_UNIT3,SCLE90
TOPAZ_UNIT4,SCLE90
TOPAZ_UNIT5,SCLE90
TOPAZ_UNIT6,SCLE90
TOPAZ_UNIT7,SCLE90
TOPAZ_UNIT8,SCLE90
TOPAZ_UNIT9,SCLE90
TORR_UNIT1_25,WIND
TORR_UNIT2_23,WIND
TORR_UNIT2_25,WIND
TOSBATT_UNIT1,PWRSTR
TOYAH_BESS,PWRSTR
TRENT_TRENT,WIND
TRENT_UNIT_1B,WIND
TRENT_UNIT_2,WIND
TRENT_UNIT_3A,WIND
TRENT_UNIT_3B,WIND
TRINITY_TH1_BUS1,WIND
TRINITY_TH1_BUS2,WIND
TRIPBUT1_BELU1,PWRSTR
TRSES_UNIT6,GSREH
TRUENO_UNIT1,WIND
TRUENO_UNIT2,WIND
TRUSGILL_UNIT1,WIND
TRUSGILL_UNIT2,WIND
TRUSGILL_UNIT3,WIND
TRUSGILL_UNIT4,WIND
TTWEC_G1,WIND
TURQBESS_BESS1,PWRSTR
TXCTY_CC1_3,CCGT90
TYLRWIND_UNIT1,WIND
TY_COOKE_GT2,SCLE90
TY_COOKE_GT3,SCLE90
UCC_COGN_UCC_C_2,SCLE90
VANCOURT_UNIT1,PVGR
VENADO_UNIT1,WIND
VENADO_UNIT2,WIND
VERAWIND_UNIT1,WIND
VERAWIND_UNIT2,WIND
VERAWIND_UNIT3,WIND
VERAWIND_UNIT4,WIND
VERAWIND_UNIT5,WIND
VERTIGO_WIND_I,WIND
VICTORIA_CC1_1,CCGT90
VICTPORT_CTG01,SCLE90
VICTPORT_CTG02,SCLE90
VICTPRT2_UNIT1,SCLE90
VICTPRT2_UNIT2,SCLE90
VISION_UNIT1,PVGR
VORTEX_BESS1,PWRSTR
VORTEX_WIND1,WIND
VORTEX_WIND2,WIND
VORTEX_WIND3,WIND
VORTEX_WIND4,WIND
WAKEWE_G1_J01,WIND
WAKEWE_G1_J02,WIND
WAKEWE_G2_J01,WIND
WAKEWE_G2_J02,WIND
WAP_WAPGT_1,SCLE90
WAP_WAP_G1,GSREH
WAP_WAP_G2,GSREH
WAP_WAP_G3,GSREH
WAP_WAP_G4,GSSUP
WAP_WAP_G5,CLLIG
WAP_WAP_G6,CLLIG
WAP_WAP_G7,CLLIG
WAP_WAP_G8,CLLIG
WAYMARK_UNIT1,PVGR
WCOLLDG_BSS_U1,PWRSTR
WCPP_CC1_4,CCGT90
WEBBER_S_WSP1,PVGR
WEC_WECG1,WIND
WES_UNIT1,PVGR
WES_UNIT2,PVGR
WFCOGEN_CC1_6,CCLE90
WFTANK_ESS1,PWRSTR
WGU_UNIT1,PVGR
WHCCS2_CC2_4,CCGT90
WHCCS_CC1_1,CCGT90
WHMESA_UNIT1,WIND
WHMESA_UNIT2_23,WIND
WHMESA_UNIT2_28,WIND
WHMESA_UNIT3_23,WIND
WHMESA_UNIT3_28,WIND
WHTTAIL_WR1,WIND
WH_WIND_UNIT1,WIND
WH_WIND_UNIT2,WIND
WILDWIND_UNIT1,WIND
WILDWIND_UNIT2,WIND
WILDWIND_UNIT3,WIND
WILDWIND_UNIT4,WIND
WILDWIND_UNIT5,WIND
WIPOPA_WPP_G1,SCLE90
WIPOPA_WPP_G2,SCLE90
WIPOPA_WPP_G3,SCLE90
WIPOPA_WPP_G4,SCLE90
WIRTZ_WIRTZ_G1,HYDRO
WIRTZ_WIRTZ_G2,HYDRO
WL_RANCH_UNIT1,WIND
WNDTHST2_UNIT1,WIND
WND_WHITNEY1,HYDRO
WND_WHITNEY2,HYDRO
WOODWRD1_WOODWRD1,WIND
WOODWRD2_WOODWRD2,WIND
WORSHAM_BESS1,PWRSTR
WOV_BESS_UNIT1,PWRSTR
W_PECOS_UNIT1,PVGR
X443ESS1_SWRI,PWRSTR
YNG_WND_UNIT1,WIND
YNG_WND_UNIT2,WIND
YNG_WND_UNIT3,WIND
FREC_CC1_2,CCGT90
FREC_CC2_2,CCGT90
DDPEC_CC1_6,CCGT90
WCPP_CC1_1,CCGT90
WHCCS_CC1_2,CCGT90
INGLCOSW_CC1_1,CCGT90
WCPP_CC1_2,CCGT90
INGLCOSW_CC1_2,CCGT90
BASTEN_CC1_2,CCGT90
CBEC_CC1_2,CCLE90
BVE_CC1_2,CCGT90
BTE_CC1_2,CCGT90
QALSW_CC1_3,CCGT90
ETCCS_CC1_1,CCGT90
QALSW_CC1_2,CCGT90
QALSW_CC2_2,CCGT90
B_DAVIS_CC1_4,CCGT90
B_DAVIS_CC1_2,CCGT90
TGCCS_CC1_3,CCGT90
RAYBURN_CC1_3,CCLE90
TNSKA_CC1_2,CCGT90
PANDA_S_CC1_2,CCGT90
TXCTY_CC1_7,CCGT90
TXCTY_CC1_9,CCGT90
DUKE_CC1_1,CCGT90
CCEC_CC1_2,CCGT90
CBY4_CC1_1,CCGT90
FRNYPP_CC1_4,CCGT90
FRNYPP_CC2_4,CCGT90
LPCCS_CC2_1,CCGT90
LPCCS_CC2_3,CCGT90
LPCCS_CC1_1,CCGT90
LPCCS_CC1_3,CCGT90
WCPP_CC1_3,CCGT90
THW_CC2_8,CCLE90
THW_CC1_8,CCLE90
THW_CC1_7,CCLE90
THW_CC1_4,CCLE90
BYU_CC1_4,CCLE90
THW_CC2_3,CCLE90
GUADG_CC2_2,CCGT90
FRNYPP_CC2_5,CCGT90
GUADG_CC1_2,CCGT90
GUADG_CC2_1,CCGT90
GUADG_CC1_1,CCGT90
TGCCS_CC1_1,CCGT90
FRNYPP_CC1_5,CCGT90
BOSQUESW_CC2_1,CCGT90
BOSQUESW_CC1_1,CCGT90
GUADG_CC1_3,CCGT90
GUADG_CC2_3,CCGT90
INGLCOSW_CC1_3,CCGT90
OECCS_CC1_1,CCGT90
OECCS_CC2_1,CCGT90
LOSTPI_CC1_2,CCGT90
OECCS_CC1_2,CCGT90
FRNYPP_CC1_1,CCGT90
LGE_CC1_1,CCGT90
FRNYPP_CC1_3,CCGT90
FRNYPP_CC2_1,CCGT90
FRNYPP_CC2_3,CCGT90
FTR_CC1_5,CCGT90
PANDA_T2_CC1_2,CCGT90
BOSQUESW_CC2_2,CCGT90
PSA_CC1_4,CCLE90
CBY4_CC1_2,CCGT90
LGE_CC1_2,CCGT90
FTR_CC1_2,CCGT90
DDPEC_CC1_1,CCGT90
DIB_CC1_1,CCGT90
PSG_CC1_1,CCGT90
DIB_CC1_2,CCGT90
KMCHI_CC1_9,CCGT90
KMCHI_CC2_7,CCGT90
BRAUNIG_CC1_2,CCGT90
SILASRAY_CC1_2,CCLE90
FERGCC_CC1_1,CCGT90
NUECES_B_CC1_3,CCGT90
NUECES_B_CC1_4,CCGT90
AMOCOOIL_CC2_7,CCGT90
NUECES_B_CC1_2,CCGT90
RAYBURN_CC1_2,CCLE90
DDPEC_CC1_2,CCGT90
WFCOGEN_CC1_5,CCLE90
WHCCS2_CC2_3,CCGT90
FERGCC_CC1_4,CCGT90
CVC_CC1_6,CCGT90
FERGCC_CC1_3,CCGT90
OECCS_CC2_2,CCGT90
BOSQUESW_CC2_3,CCGT90
LPCCS_CC2_2,CCGT90
BTE_CC1_6,CCGT90
FTR_CC1_10,CCGT90
THW_CC1_1,CCLE90
THW_CC2_1,CCLE90
B_DAVIS_CC1_3,CCGT90
THW_CC1_2,CCLE90
THW_CC2_2,CCLE90
QALSW_CC2_3,CCGT90
CBY4_CC1_4,CCGT90
FTR_CC1_12,CCGT90
WFCOGEN_CC1_4,CCLE90
FTR_CC1_7,CCGT90
FLCNS_CC1_1,CCLE90
LGE_CC1_4,CCGT90
BTM_UNIT1,SCLE90
BTM_UNIT2,SCLE90
BTM_UNIT3,SCLE90
BTM_UNIT4,SCLE90
BTM_UNIT5,SCLE90
BTM_UNIT6,SCLE90
DAN_UNIT1,PVGR
DAN_UNIT2,PVGR
DAN_UNIT3,PVGR
DIBOL_BESS,PWRSTR
GALLOWAY_SOLAR2,PVGR
GOMZ_BESS,PWRSTR
JUNCTION_BESS,PWRSTR
OLNEYTN_BESS,PWRSTR
PLEASANT_BESS,PWRSTR
DIB_CC1_3,CCGT90
JCKCNTY2_CC1_2,CCGT90
BYU_CC1_2,CCLE90
THW_CC2_7,CCLE90
RIONOG_CC1_3,CCGT90
FORMOSA_CC2_5,CCGT90
RIONOG_CC1_5,CCGT90
CAL_CC1_1,CCGT90
TXCTY_CC1_8,CCGT90
TXCTY_CC1_4,CCGT90
CBECII_CC3_1,CCGT90
FORMOSA_CC1_1,CCLE90
FORMOSA_CC1_17,CCLE90
FORMOSA_CC1_12,CCLE90
CCEC_CC1_1,CCGT90
LPCCS_CC1_2,CCGT90
JACKCNTY_CC1_1,CCGT90
KMCHI_CC1_3,CCGT90
RIONOG_CC1_2,CCGT90
RIONOG_CC1_1,CCGT90
THW_CC1_3,CCLE90
PRTLAVS_BESS1,PWRSTR
BTE_CC1_3,CCGT90
FORMOSA_CC2_1,CCGT90
JACKCNTY_CC1_2,CCGT90
JCKCNTY2_CC1_1,CCGT90
PSA_CC1_6,CCLE90
PSA_CC1_5,CCLE90
THW_CC2_4,CCLE90
KMCHI_CC1_5,CCGT90
OECCS_CC2_3,CCGT90
THW_CC2_5,CCLE90
